Nome,Data,Fator de Potência
Navegantes,"15/01/2026, 2:00:00",0.900241734
Navegantes,"15/01/2026, 3:00:00",0.88457717
Navegantes,"15/01/2026, 4:00:00",0.881155556
Navegantes,"15/01/2026, 5:00:00",0.877505556
Navegantes,"15/01/2026, 6:00:00",0.897277778
Navegantes,"15/01/2026, 7:00:00",0.879094444
Navegantes,"15/01/2026, 8:00:00",0.910919444
Navegantes,"15/01/2026, 9:00:00",0.921113889
Navegantes,"15/01/2026, 10:00:00",0.935869444
Navegantes,"15/01/2026, 11:00:00",0.937045582
Navegantes,"15/01/2026, 12:00:00",0.94049815
Navegantes,"15/01/2026, 13:00:00",0.93151687
Navegantes,"15/01/2026, 14:00:00",0.930997222
Navegantes,"15/01/2026, 15:00:00",0.949769444
Navegantes,"15/01/2026, 16:00:00",0.963036111
Navegantes,"15/01/2026, 17:00:00",0.944672222
Navegantes,"15/01/2026, 18:00:00",0.934019444
Navegantes,"15/01/2026, 19:00:00",0.946921367
Navegantes,"15/01/2026, 20:00:00",0.950713884
Navegantes,"15/01/2026, 21:00:00",0.943969444
Navegantes,"15/01/2026, 22:00:00",0.933397222
Navegantes,"15/01/2026, 23:00:00",0.920327778
Navegantes,"16/01/2026, 0:00:00",0.922827778
Navegantes,"16/01/2026, 1:00:00",0.884572222
Navegantes,"16/01/2026, 2:00:00",0.862544444
Navegantes,"16/01/2026, 3:00:00",0.867064732
Navegantes,"16/01/2026, 4:00:00",0.875630556
Navegantes,"16/01/2026, 5:00:00",0.875844444
Navegantes,"16/01/2026, 6:00:00",0.883902778
Navegantes,"16/01/2026, 7:00:00",0.923402778
Navegantes,"16/01/2026, 8:00:00",0.940325
Navegantes,"16/01/2026, 9:00:00",0.950247222
Navegantes,"16/01/2026, 10:00:00",0.956877778
Navegantes,"16/01/2026, 11:00:00",0.948191667
Navegantes,"16/01/2026, 12:00:00",0.941047222
Navegantes,"16/01/2026, 13:00:00",0.947380556
Navegantes,"16/01/2026, 14:00:00",0.947377778
Navegantes,"16/01/2026, 15:00:00",0.930047222
Navegantes,"16/01/2026, 16:00:00",0.937769444
Navegantes,"16/01/2026, 17:00:00",0.930775
Navegantes,"16/01/2026, 18:00:00",0.935016667
Navegantes,"16/01/2026, 19:00:00",0.930653504
Navegantes,"16/01/2026, 20:00:00",0.938463889
Navegantes,"16/01/2026, 21:00:00",0.928808333
Navegantes,"16/01/2026, 22:00:00",0.929225
Navegantes,"16/01/2026, 23:00:00",0.911502778
Navegantes,"17/01/2026, 0:00:00",0.910122222
Navegantes,"17/01/2026, 1:00:00",0.894933333
Navegantes,"17/01/2026, 2:00:00",0.878891667
Navegantes,"17/01/2026, 3:00:00",0.897159186
Navegantes,"17/01/2026, 4:00:00",0.881047222
Navegantes,"17/01/2026, 5:00:00",0.897602778
Navegantes,"17/01/2026, 6:00:00",0.912447222
Navegantes,"17/01/2026, 7:00:00",0.917688889
Navegantes,"17/01/2026, 8:00:00",0.946761111
Navegantes,"17/01/2026, 9:00:00",0.942325
Navegantes,"17/01/2026, 10:00:00",0.958252397
Navegantes,"17/01/2026, 11:00:00",0.940283333
Navegantes,"17/01/2026, 12:00:00",0.944044444
Navegantes,"17/01/2026, 13:00:00",0.943552778
