Nome,Data,Potência Ativa
Navegantes,"27/12/2025, 5:00:00",10478.79583
Navegantes,"27/12/2025, 6:00:00",10334.03097
Navegantes,"27/12/2025, 7:00:00",9338.946517
Navegantes,"27/12/2025, 8:00:00",15226.21711
Navegantes,"27/12/2025, 9:00:00",29584.09101
Navegantes,"27/12/2025, 10:00:00",51535.588
Navegantes,"27/12/2025, 11:00:00",66959.72293
Navegantes,"27/12/2025, 12:00:00",69022.89494
Navegantes,"27/12/2025, 13:00:00",73750.36089
Navegantes,"27/12/2025, 14:00:00",68542.80865
Navegantes,"27/12/2025, 15:00:00",63026.59401
Navegantes,"27/12/2025, 16:00:00",36839.35952
Navegantes,"27/12/2025, 17:00:00",61501.01914
Navegantes,"27/12/2025, 18:00:00",68113.26591
Navegantes,"27/12/2025, 19:00:00",69499.7784
Navegantes,"27/12/2025, 20:00:00",65437.59097
Navegantes,"27/12/2025, 21:00:00",65364.12341
Navegantes,"27/12/2025, 22:00:00",59717.02243
Navegantes,"27/12/2025, 23:00:00",38006.15813
Navegantes,"28/12/2025, 0:00:00",12496.39783
Navegantes,"28/12/2025, 1:00:00",11551.00587
Navegantes,"28/12/2025, 2:00:00",15260.14961
Navegantes,"28/12/2025, 3:00:00",10637.14307
Navegantes,"28/12/2025, 4:00:00",9894.808433
Navegantes,"28/12/2025, 5:00:00",9228.555301
Navegantes,"28/12/2025, 6:00:00",9943.549181
Navegantes,"28/12/2025, 7:00:00",10016.74391
Navegantes,"28/12/2025, 8:00:00",16813.10676
Navegantes,"28/12/2025, 9:00:00",48174.78086
Navegantes,"28/12/2025, 10:00:00",57406.66405
Navegantes,"28/12/2025, 11:00:00",70844.06307
Navegantes,"28/12/2025, 12:00:00",67268.53872
Navegantes,"28/12/2025, 13:00:00",75425.94663
Navegantes,"28/12/2025, 14:00:00",75112.18666
Navegantes,"28/12/2025, 15:00:00",74084.51791
Navegantes,"28/12/2025, 16:00:00",68297.92472
Navegantes,"28/12/2025, 17:00:00",64209.89147
Navegantes,"28/12/2025, 18:00:00",63318.71724
Navegantes,"28/12/2025, 19:00:00",68250.85568
Navegantes,"28/12/2025, 20:00:00",69500.42028
Navegantes,"28/12/2025, 21:00:00",64413.71507
Navegantes,"28/12/2025, 22:00:00",60067.98405
Navegantes,"28/12/2025, 23:00:00",25571.89756
Navegantes,"29/12/2025, 0:00:00",10945.11651
Navegantes,"29/12/2025, 1:00:00",13423.76934
Navegantes,"29/12/2025, 2:00:00",17738.07972
Navegantes,"29/12/2025, 3:00:00",10060.33236
Navegantes,"29/12/2025, 4:00:00",9478.701472
Navegantes,"29/12/2025, 5:00:00",15406.91049
Navegantes,"29/12/2025, 6:00:00",10110.16973
Navegantes,"29/12/2025, 7:00:00",9693.167128
Navegantes,"29/12/2025, 8:00:00",16213.56068
Navegantes,"29/12/2025, 9:00:00",33155.64313
Navegantes,"29/12/2025, 10:00:00",51295.78967
Navegantes,"29/12/2025, 11:00:00",69344.61954
Navegantes,"29/12/2025, 12:00:00",68106.46971
Navegantes,"29/12/2025, 13:00:00",71768.0484
Navegantes,"29/12/2025, 14:00:00",69760.01287
Navegantes,"29/12/2025, 15:00:00",65962.14155
Navegantes,"29/12/2025, 16:00:00",52927.39501
Navegantes,"29/12/2025, 17:00:00",63478.68174
Navegantes,"29/12/2025, 18:00:00",60042.43058
Navegantes,"29/12/2025, 19:00:00",65884.61364
Navegantes,"29/12/2025, 20:00:00",75175.16058
Navegantes,"29/12/2025, 21:00:00",65902.07599
Navegantes,"29/12/2025, 22:00:00",59051.45198
Navegantes,"29/12/2025, 23:00:00",46336.05322
Navegantes,"30/12/2025, 0:00:00",16195.02154
Navegantes,"30/12/2025, 1:00:00",11674.70711
Navegantes,"30/12/2025, 2:00:00",10089.88029
Navegantes,"30/12/2025, 3:00:00",10771.75704
Navegantes,"30/12/2025, 4:00:00",10035.95649
Navegantes,"30/12/2025, 5:00:00",9445.004392
Navegantes,"30/12/2025, 6:00:00",8955.964114
Navegantes,"30/12/2025, 7:00:00",8863.753667
Navegantes,"30/12/2025, 8:00:00",27580.06248
Navegantes,"30/12/2025, 9:00:00",45916.05948
Navegantes,"30/12/2025, 10:00:00",69700.60779
Navegantes,"30/12/2025, 11:00:00",57121.96714
Navegantes,"30/12/2025, 12:00:00",57602.68204
